Dataset	Random-mean	P-value
0	0.117639	3.148113761128091e-48
1	0.11377219	1.1334172537013908e-44
2	0.12143261	8.675874873997046e-52
3	0.11299388	5.764245678400389e-44
4	0.11506495	7.481459864442009e-46
5	0.11470062	1.6126633952284643e-45
6	0.11413117	5.3394662098827677e-45
7	0.11536239	3.991692317648738e-46
8	0.11564013	2.218122006907016e-46
9	0.11643799	4.0810161566348723e-47
10	0.11437595	3.19303730309423e-45
11	0.11644615	4.0108125548295526e-47
12	0.1105639	8.798545070008063e-42
13	0.11782384	2.119192942515261e-48
14	0.11007249	2.409357625157334e-41
15	0.1150066	8.461639024459359e-46
16	0.11844878	5.544071276786654e-49
17	0.11689632	1.5380635995606548e-47
18	0.1185461	4.497534519972023e-49
19	0.11822278	9.008239030843123e-49
20	0.11897688	1.7794112985163704e-49
21	0.11712894	9.364472166160905e-48
22	0.11855332	4.428252659433812e-49
23	0.11217105	3.1907173479911316e-43
24	0.11566632	2.0984717039045393e-46
25	0.10914287	1.6055409931848551e-40
26	0.11430001	3.745520692845528e-45
27	0.11617936	7.070425544146164e-47
28	0.11545083	3.310903418723165e-46
29	0.12028488	1.052572325289744e-50
30	0.1174929	4.3031758222017734e-48
31	0.11163456	9.691471285397453e-43
32	0.11684914	1.7007775280251916e-47
33	0.11871494	3.1278453184122713e-49
34	0.11228123	2.5386111998879835e-43
35	0.11896814	1.8132399616008657e-49
36	0.12067327	4.5300856135080106e-51
37	0.11237138	2.10525324860486e-43
38	0.11415675	5.060321210895869e-45
39	0.1135042	1.985975815782784e-44
40	0.11779842	2.23778312323897e-48
41	0.11748267	4.3983490029674945e-48
42	0.11276926	9.204098335235262e-44
43	0.11760928	3.354834609822914e-48
44	0.11689743	1.5344285304724206e-47
45	0.11685328	1.6858373372917766e-47
46	0.11797331	1.5383660481502915e-48
47	0.11160275	1.0350172304005186e-42
48	0.1106074	8.04666643460063e-42
49	0.11144071	1.4465454696279146e-42
50	0.11434061	3.4392327951728045e-45
51	0.11584244	1.444992439127757e-46
52	0.11628406	5.660613842644209e-47
53	0.11541662	3.5593018968043334e-46
54	0.11866455	3.486048336612815e-49
55	0.11993822	2.230906566784944e-50
56	0.11413618	5.283610556697697e-45
57	0.11614303	7.63740371166633e-47
58	0.11548386	3.087494459713582e-46
59	0.11783691	2.0606803821305218e-48
60	0.11861714	3.860342554178003e-49
61	0.1137767	1.122760786048964e-44
62	0.1111854	2.4496061162996254e-42
63	0.11475243	1.445946203518971e-45
64	0.11307492	4.867978054557635e-44
65	0.11880628	2.569566517007587e-49
66	0.11386436	9.343819006194068e-45
67	0.11742808	4.9428650206306745e-48
68	0.11215152	3.3226249728915665e-43
69	0.11254629	1.4637002315921277e-43
70	0.11803841	1.3379436828764108e-48
71	0.11751507	4.103912289282703e-48
72	0.11216545	3.2279971087451187e-43
73	0.11245296	1.7770573033976332e-43
74	0.11233084	2.290163454335636e-43
75	0.1133264	2.8798339724472607e-44
76	0.11374373	1.2030296429445183e-44
77	0.11931452	8.590879577171055e-50
78	0.11581062	1.5457988837623167e-46
79	0.10880436	3.1936326228106545e-40
80	0.11648316	3.7072219065945125e-47
81	0.11698856	1.2634510341669122e-47
82	0.11678605	1.9454984765387032e-47
83	0.11617467	7.1411904618784815e-47
84	0.11674263	2.1340284058812456e-47
85	0.11517254	5.961443986389293e-46
86	0.10718495	8.382466244677582e-39
