Dataset	Random-mean	P-value
0	0.6819465	3.729782443294361e-12
1	0.68004565	1.0009367239828232e-12
2	0.68324578	9.012240934306525e-12
3	0.68871301	3.1677468282798415e-10
4	0.68607477	5.864689175109006e-11
5	0.6872083	1.2191932346757814e-10
6	0.68470722	2.3912312338046704e-11
7	0.69063923	1.0458503439915457e-09
8	0.68597311	5.4892552509918445e-11
9	0.68188494	3.575868742987085e-12
10	0.67824093	2.7947501174630945e-13
11	0.68670473	8.819684866578299e-11
12	0.68436224	1.9022727889705518e-11
13	0.6860118	5.629276198483041e-11
14	0.67999219	9.641770796500963e-13
15	0.68686898	9.80438335122861e-11
16	0.68410484	1.6027581895980024e-11
17	0.68478852	2.5233212561976203e-11
18	0.68482837	2.5906550623236844e-11
19	0.68805341	2.089254911088295e-10
20	0.68773194	1.703406384727126e-10
21	0.68587734	5.157180728387479e-11
22	0.68341007	1.0065931837315552e-11
23	0.68513265	3.1662894637488763e-11
24	0.68379661	1.304543205550264e-11
25	0.68802891	2.057058863946206e-10
26	0.68614029	6.119877629758476e-11
27	0.68196996	3.79013510374988e-12
28	0.68596594	5.46368434493201e-11
29	0.68560404	4.3141140801359114e-11
30	0.68769012	1.6586512092094745e-10
31	0.68091889	1.838329926791617e-12
32	0.68508231	3.0630705550020095e-11
33	0.68385148	1.353317386686356e-11
34	0.68115654	2.166766931675038e-12
35	0.68097932	1.9168807716844673e-12
36	0.68241529	5.135899185613369e-12
37	0.68188328	3.5718059955309847e-12
38	0.68192381	3.672309427994902e-12
39	0.68748292	1.453350521342614e-10
40	0.68338276	9.882755720117983e-12
41	0.6831867	8.660450915149592e-12
42	0.68789921	1.8945432234461345e-10
43	0.68750092	1.4701502856487422e-10
44	0.68302288	7.754015091432958e-12
45	0.68490781	2.7301848333763777e-11
46	0.68998772	7.007326641226047e-10
47	0.68372204	1.2410139758956362e-11
48	0.68285207	6.9081621586355006e-12
49	0.682544	5.605644605006041e-12
50	0.68248293	5.377722998902761e-12
51	0.68075246	1.6379881725330689e-12
52	0.68449307	2.074913392453125e-11
53	0.68472038	2.4121426993002966e-11
54	0.68614654	6.14478143386926e-11
55	0.68070712	1.5872373664457114e-12
56	0.68459997	2.2273115721275534e-11
57	0.68466341	2.322889981731801e-11
58	0.68063394	1.5085674289447398e-12
59	0.68822056	2.3224606147002253e-10
60	0.67954006	7.019848324716113e-13
61	0.68545017	3.9005723226383826e-11
62	0.68638759	7.184905297859186e-11
63	0.68779172	1.7694419665411427e-10
