Dataset	Random-mean	P-value
0	0.0836611	1.7238943424532973e-07
1	0.0814008	8.959683710336267e-07
2	0.0815205	8.229279201416396e-07
3	0.085121	5.6708926876451994e-08
4	0.0797039	2.910914622787901e-06
5	0.080569	1.6065701180470144e-06
6	0.0857025	3.60467066776578e-08
7	0.0809163	1.2608277862189314e-06
8	0.0814771	8.48720298306099e-07
9	0.0854981	4.229850981941218e-08
10	0.0852632	5.078824418742725e-08
11	0.080976	1.2091259068345828e-06
12	0.0832017	2.427344809949178e-07
13	0.0840862	1.2518887732626772e-07
14	0.081841	6.545454539138007e-07
15	0.0866242	1.736925461500529e-08
16	0.0867713	1.543798986859809e-08
17	0.0871183	1.1673459923063508e-08
18	0.0842412	1.1131779134188747e-07
19	0.0783283	7.288026794681922e-06
20	0.0859857	2.884778876856377e-08
21	0.0831577	2.507737821992081e-07
22	0.0822462	4.887898351826622e-07
23	0.0834533	2.01341783636028e-07
24	0.083463	1.9989129955636036e-07
25	0.0832931	2.268244361755586e-07
26	0.0832295	2.3778435244857934e-07
27	0.0801599	2.1314948674237324e-06
28	0.0820254	5.733003752247313e-07
29	0.0815851	7.85932738678615e-07
30	0.0807577	1.40874290455147e-06
31	0.0834463	2.0239485272758441e-07
32	0.078986	4.719151063060935e-06
33	0.0853539	4.733031020436175e-08
34	0.0814662	8.553196856038995e-07
35	0.08318	2.466676251613038e-07
36	0.0824577	4.1920977221914164e-07
37	0.0804365	1.7611974035209648e-06
38	0.0877419	7.027570138045761e-09
39	0.0845495	8.802050765127588e-08
40	0.0831131	2.591855488095373e-07
41	0.077641	1.1383417167064735e-05
42	0.0795154	3.3075818247228126e-06
43	0.0828577	3.128764131584202e-07
44	0.0836944	1.6814180711632273e-07
45	0.0872707	1.0318189018668794e-08
46	0.0839938	1.342402860731893e-07
47	0.0826148	3.738299198653698e-07
48	0.0813957	8.992154157394542e-07
49	0.079951	2.4597236820043517e-06
50	0.0847158	7.749571450814985e-08
51	0.0807538	1.4125829786185476e-06
52	0.0830686	2.678503931535725e-07
53	0.0822126	5.008246358630094e-07
54	0.0831588	2.505696938651589e-07
55	0.082026	5.730526463372848e-07
56	0.0825782	3.839572852717472e-07
57	0.0893116	1.902669898714437e-09
58	0.0825994	3.780592756017385e-07
59	0.0873277	9.851753104879246e-09
60	0.0817358	7.057651520247524e-07
61	0.081161	1.061569487920399e-06
62	0.0799596	2.445300348713028e-06
63	0.0786318	5.969354887697833e-06
64	0.0837041	1.669237041542645e-07
65	0.0861319	2.5699832840750677e-08
66	0.0844296	9.64561367308053e-08
67	0.0816722	7.385855326100285e-07
68	0.0822979	4.708162034683105e-07
69	0.0847018	7.833244104699488e-08
70	0.077647	1.1339603273141555e-05
71	0.0858269	3.269181480160475e-08
72	0.0803803	1.8310260010711488e-06
73	0.085692	3.634471967997322e-08
