Dataset	Random-mean	P-value
0	0.12741751	2.4312146735695244e-11
1	0.12620963	2.302601334359902e-12
2	0.12835986	1.42607431919911e-10
3	0.12849638	1.8332563063201637e-10
4	0.12798095	7.053871129256944e-11
5	0.12775234	4.590723246195911e-11
6	0.1264284	3.5547663827085653e-12
7	0.12614898	2.0402636180601927e-12
8	0.12652844	4.330940983242681e-12
9	0.12738355	2.2784348182383693e-11
10	0.12764922	3.777636033416854e-11
11	0.12643581	3.6072336707982164e-12
12	0.12894675	4.159552680543793e-10
13	0.12829532	1.265834410612849e-10
14	0.12832898	1.3470700189907216e-10
15	0.12808954	8.639427544630561e-11
16	0.12512886	2.570657256770286e-13
17	0.12816176	9.882162521973875e-11
18	0.12851259	1.888589285393121e-10
19	0.12483393	1.3942573529513178e-13
20	0.12756612	3.2267332405965594e-11
21	0.12789003	5.948742531037002e-11
22	0.12633955	2.981170621649697e-12
23	0.12731077	1.982044060313042e-11
24	0.12608321	1.7889463696583524e-12
25	0.12876678	3.003314837984152e-10
26	0.12481981	1.3538163512763054e-13
27	0.12598418	1.4668971655699675e-12
28	0.127913	6.210758466482943e-11
29	0.12870962	2.7068820049005283e-10
30	0.12729994	1.9413043654923112e-11
31	0.12795115	6.671138149273997e-11
32	0.12699085	1.0695391047262314e-11
33	0.12751581	2.932361234357971e-11
34	0.12806859	8.308526343423604e-11
35	0.12640917	3.4220794641708244e-12
36	0.12520105	2.9833153434673766e-13
37	0.12596379	1.4080440367148148e-12
38	0.12895958	4.256889696183953e-10
39	0.12718423	1.554200545322589e-11
40	0.12669791	6.0423665517475316e-12
41	0.12723039	1.698580229852846e-11
42	0.12715285	1.4630003268735527e-11
43	0.12622304	2.3649358823613136e-12
44	0.12728317	1.8798360289507433e-11
45	0.12642456	3.527872604326076e-12
46	0.12701558	1.1220583079739298e-11
47	0.1278256	5.270270511910111e-11
48	0.12595795	1.3916196778347517e-12
49	0.12692992	9.502233653757676e-12
50	0.12906508	5.146436054750825e-10
51	0.12832533	1.3380199394147433e-10
52	0.12644853	3.6990788728844135e-12
53	0.1284249	1.607609290634972e-10
54	0.1282334	1.1287409616993621e-10
55	0.12675459	6.751310919127705e-12
56	0.12806242	8.213462631024338e-11
57	0.1279937	7.224123529255468e-11
58	0.12733763	2.0867398426179503e-11
59	0.12772418	4.3530496144920634e-11
60	0.12514699	2.668676412017168e-13
61	0.12746312	2.6523154913824076e-11
62	0.12690877	9.119437827429303e-12
63	0.12649338	4.041629169197854e-12
64	0.12714094	1.429779262357307e-11
65	0.12605515	1.6912291623807523e-12
66	0.12626842	2.5884347341421274e-12
67	0.12884551	3.4641754820975303e-10
68	0.12827667	1.222911004716819e-10
69	0.12764888	3.7752041835297976e-11
70	0.127359	2.173895707644255e-11
71	0.1268539	8.195541592375634e-12
72	0.12759305	3.396021686573899e-11
73	0.12552745	5.82309258186392e-13
74	0.12742095	2.4472400637457675e-11
75	0.12877965	3.074318086095391e-10
76	0.12701252	1.1154249993589555e-11
77	0.12685083	8.146657502942674e-12
78	0.12843337	1.632855957749479e-10
79	0.12858204	2.1447518275104633e-10
80	0.1275811	3.3198523134564895e-11
81	0.1265944	4.931430962467193e-12
82	0.12701432	1.119322268407306e-11
83	0.12623739	2.433477391386342e-12
84	0.12921908	6.779452411069029e-10
85	0.12930523	7.903727600829064e-10
86	0.12801161	7.470098275359109e-11
87	0.12801932	7.578497149390532e-11
88	0.12761905	3.567716143251615e-11
89	0.1275218	2.965978113937844e-11
90	0.12797276	6.946590058099201e-11
91	0.12815699	9.794940980462032e-11
92	0.12836779	1.4470842310595642e-10
93	0.12840378	1.5463098975711305e-10
94	0.12572161	8.639096804822963e-13
95	0.12667759	5.806452031254763e-12
96	0.12744137	2.5445231237121695e-11
97	0.12546977	5.176662570198856e-13
98	0.12777982	4.834906747413409e-11
99	0.1270595	1.2216430333609332e-11
100	0.126267	2.58113640755487e-12
101	0.12860852	2.25112789795816e-10
102	0.12953731	1.1918152537126834e-09
103	0.12860869	2.2518272394879304e-10
104	0.12711811	1.3681556762218124e-11
105	0.12905421	5.04697272506386e-10
106	0.1274358	2.517616985770765e-11
107	0.12915015	5.993943263018859e-10
108	0.12563358	7.226562451594104e-13
109	0.12706478	1.2341842494336907e-11
110	0.12859464	2.1947404153026257e-10
111	0.12690887	9.121211609471798e-12
112	0.12914247	5.912140745507004e-10
113	0.12632432	2.8924340372298402e-12
114	0.12744208	2.5479730184668794e-11
115	0.12632314	2.885668229374172e-12
116	0.1280835	8.542724260863866e-11
117	0.1294277	9.821313314191308e-10
118	0.12632709	2.9083778006958303e-12
119	0.12850817	1.873341471640614e-10
120	0.12668358	5.875038979239561e-12
121	0.12877087	3.0257034278214153e-10
122	0.12877594	3.053683345619553e-10
123	0.12815048	9.677118955990656e-11
124	0.12626063	2.548644838903127e-12
125	0.12793099	6.423837301239114e-11
126	0.12696894	1.0250303507399393e-11
127	0.12801742	7.551641785445134e-11
128	0.12817765	1.0178243732963292e-10
129	0.12580828	1.029406556966045e-12
130	0.12765418	3.813287602775848e-11
131	0.12850481	1.861831082619614e-10
132	0.12519704	2.958773031583713e-13
133	0.12746287	2.6510514108199176e-11
134	0.12703714	1.1699053103622526e-11
135	0.12858661	2.162752423988337e-10
136	0.12801132	7.466050809341314e-11
137	0.12742596	2.4707649014044465e-11
138	0.12729598	1.9266139669713877e-11
139	0.12692732	9.454338675453035e-12
140	0.12574472	9.05286911171817e-13
141	0.12909264	5.407289024739829e-10
142	0.1273102	1.979879104630043e-11
143	0.12858993	2.1759221156928636e-10
144	0.12871216	2.7194240749960333e-10
145	0.12863483	2.3619307590495274e-10
146	0.12613034	1.9657100320354834e-12
147	0.12727879	1.8640988376247982e-11
148	0.12563497	7.246992589421154e-13
149	0.12567718	7.895191308449124e-13
150	0.12817889	1.0201711073607808e-10
151	0.12584458	1.107650409653498e-12
152	0.12878662	3.113454345199142e-10
153	0.12687067	8.467700760138601e-12
154	0.12742791	2.4799811352383634e-11
155	0.12682539	7.752438801826697e-12
156	0.12720217	1.608822996325617e-11
157	0.12800053	7.316975347989288e-11
158	0.12757593	3.287420361270764e-11
159	0.12706443	1.2333490218631967e-11
160	0.12753497	3.041225258290345e-11
161	0.1273825	2.273864399093535e-11
162	0.12692279	9.371456544701254e-12
163	0.12858134	2.142007610228445e-10
164	0.12695094	9.898295749312898e-12
165	0.12750533	2.874442482199863e-11
166	0.12692362	9.386588881814297e-12
167	0.12790783	6.150815795247785e-11
168	0.1295516	1.2221877556196326e-09
169	0.12680523	7.453399713579823e-12
170	0.12691309	9.19637481044736e-12
171	0.1265855	4.845868647340284e-12
172	0.12785539	5.573976457401456e-11
173	0.12740606	2.3786124989675928e-11
174	0.1278743	5.775595757467006e-11
175	0.12847797	1.7723375609236957e-10
176	0.12700982	1.1096040626276662e-11
177	0.12732989	2.0560263778960828e-11
178	0.12778889	4.9182628140831774e-11
179	0.12943629	9.971695712073397e-10
180	0.12740395	2.369041590925196e-11
181	0.12797737	7.00677828097031e-11
182	0.12742781	2.4795076884824505e-11
183	0.12776324	4.686097015429636e-11
184	0.12708467	1.2825725770816443e-11
185	0.12806155	8.20014422365733e-11
186	0.12915873	6.086641279452171e-10
187	0.12808523	8.570313461159621e-11
188	0.12622629	2.3802910385632417e-12
189	0.12795276	6.691285480144775e-11
190	0.1266361	5.352503817560935e-12
191	0.12964163	1.4316857662208722e-09
192	0.12794192	6.556777573579168e-11
193	0.1270104	1.1108519655422701e-11
194	0.12947192	1.0619846134144607e-09
195	0.12646401	3.813956769955139e-12
196	0.12693992	9.688675504648348e-12
197	0.12724899	1.760408153100398e-11
198	0.12696562	1.0184466042814244e-11
199	0.12793664	6.492224262851802e-11
200	0.1274136	2.4131247671101697e-11
201	0.12773436	4.4375435643574635e-11
202	0.12760214	3.455106720223831e-11
203	0.12838213	1.4858494202934401e-10
204	0.128364	1.4370053736449455e-10
205	0.12718443	1.554799339393404e-11
206	0.12711032	1.3477312065443477e-11
207	0.12653902	4.422175631605448e-12
208	0.12682398	7.731146086255741e-12
209	0.12686956	8.449415591149853e-12
210	0.12793684	6.494658072633039e-11
211	0.12902448	4.784440809246663e-10
212	0.12905389	5.044073315651927e-10
213	0.12697995	1.047164277028297e-11
214	0.12780094	5.031188724180557e-11
215	0.12893973	4.10721938977389e-10
216	0.1285397	1.9848052391121962e-10
217	0.12703663	1.168750697837836e-11
218	0.12801151	7.468702354557858e-11
219	0.1283495	1.3990759332158824e-10
220	0.12769095	4.08807377682942e-11
221	0.12513311	2.5933117456705515e-13
222	0.12741194	2.4054846488416974e-11
223	0.12869456	2.633673132947319e-10
224	0.12891596	3.934755803867399e-10
225	0.12840711	1.5558206779133712e-10
226	0.12839491	1.5212533445442013e-10
227	0.12615602	2.069138518076029e-12
228	0.12672973	6.430836600233068e-12
229	0.12728232	1.8767718464385314e-11
230	0.12709073	1.2976820253752595e-11
231	0.1270108	1.1117133909351932e-11
232	0.12885149	3.5018805256202507e-10
233	0.12733704	2.084382869906863e-11
234	0.12849629	1.832953566408102e-10
235	0.12767689	3.980782135452897e-11
236	0.12714414	1.4386316976445334e-11
237	0.1283553	1.4141285632433328e-10
238	0.12760381	3.466070827665238e-11
239	0.12911143	5.592502578327584e-10
240	0.12617329	2.1416846526656413e-12
241	0.1284848	1.7947031689065546e-10
242	0.12613852	1.9980915292207534e-12
243	0.12727926	1.8657813199023582e-11
244	0.12845618	1.7027927158096563e-10
245	0.12803366	7.784225942534742e-11
246	0.12806528	8.257394542013658e-11
247	0.12658523	4.8432958619188654e-12
248	0.12776867	4.734331214055688e-11
249	0.12619016	2.2149626651493743e-12
250	0.12865013	2.4288024710212567e-10
251	0.12636368	3.127268626329532e-12
252	0.12656808	4.6825970212946196e-12
253	0.12681479	7.5937662286696e-12
254	0.12697397	1.0350848145822205e-11
255	0.12558518	6.549457224228227e-13
256	0.12741966	2.4412184341924774e-11
257	0.12876538	2.995688572552084e-10
258	0.12661528	5.138034182496923e-12
259	0.12813812	9.457228950851649e-11
260	0.12801533	7.522208606914778e-11
261	0.12833602	1.3646951812156532e-10
262	0.12877484	3.0475913233810845e-10
263	0.12548937	5.387980877102987e-13
264	0.12682255	7.7096100099528e-12
265	0.128427	1.6138329208197358e-10
266	0.12554987	6.095250436646901e-13
267	0.12742943	2.4871884552712284e-11
268	0.12731765	2.0083594055140897e-11
269	0.12628618	2.681446483256441e-12
270	0.12708298	1.2783897726746274e-11
271	0.12853473	1.9668140533758998e-10
272	0.12645404	3.739573722985031e-12
273	0.12831504	1.3128255660775223e-10
274	0.12621907	2.3463110366494266e-12
275	0.12835689	1.4182826882040388e-10
276	0.12737857	2.2568376781376118e-11
277	0.12713555	1.41498917044071e-11
278	0.12762135	3.583308078446419e-11
279	0.12893776	4.0926493825729384e-10
280	0.12809424	8.71541817069197e-11
281	0.12677671	7.04961677796382e-12
282	0.12772793	4.3839894458141715e-11
283	0.12648486	3.974242494337778e-12
284	0.1258932	1.2216770735114544e-12
285	0.12689893	8.946544123338183e-12
286	0.1268344	7.889867026314923e-12
287	0.12620859	2.2978350863590407e-12
288	0.12829146	1.256831109069458e-10
289	0.12757463	3.279314344360497e-11
290	0.12753684	3.052060255611705e-11
291	0.12774906	4.562398024724135e-11
292	0.12797408	6.963772026087138e-11
293	0.12702971	1.1531943247240078e-11
294	0.12605747	1.699105315579422e-12
295	0.1260661	1.7287211010018068e-12
296	0.12704634	1.190926954975239e-11
297	0.12645543	3.749857915275959e-12
298	0.12759547	3.411654187592953e-11
299	0.12802847	7.709143304942061e-11
300	0.12872179	2.7674940143130025e-10
301	0.12590449	1.249763731332038e-12
302	0.12910341	5.512702410567558e-10
303	0.12733415	2.0728753827232683e-11
304	0.12852785	1.9421720196257665e-10
305	0.1278067	5.086062458518362e-11
306	0.12644297	3.658653403153276e-12
307	0.12794914	6.64606871221556e-11
308	0.12761027	3.5088051139119246e-11
309	0.1270449	1.1876123014560393e-11
310	0.12716078	1.4855387693229886e-11
311	0.12895736	4.2398893114758234e-10
312	0.12767252	3.9480008459186e-11
313	0.12914867	5.978093615021552e-10
314	0.12880873	3.2408550960040525e-10
315	0.12700083	1.0904366511499681e-11
316	0.12661185	5.103520725896647e-12
317	0.12620465	2.279866144750839e-12
318	0.12717348	1.522346251879912e-11
319	0.12734778	2.1276996624011038e-11
320	0.12652858	4.332136086581846e-12
321	0.12747364	2.7060473441639684e-11
322	0.12716984	1.511706157540536e-11
323	0.12731924	2.0144896056557324e-11
324	0.12656637	4.666864156946199e-12
325	0.1272646	1.8139973781920164e-11
326	0.12894348	4.135094545285884e-10
327	0.12641839	3.485078627914561e-12
328	0.12717255	1.5196207958540078e-11
329	0.12655309	4.546436449920485e-12
330	0.12711782	1.367389913959533e-11
331	0.12595842	1.3929345005731541e-12
332	0.12625081	2.4993418184801672e-12
333	0.12788774	5.923222660203794e-11
334	0.12785036	5.521518654995789e-11
335	0.12712786	1.3941475589375277e-11
336	0.12815036	9.674960209025049e-11
337	0.12775279	4.594622755134882e-11
338	0.12598441	1.467574638352471e-12
339	0.12839249	1.5144865009423553e-10
340	0.12734954	2.134881868651689e-11
341	0.1277133	4.264489634376261e-11
342	0.12674581	6.6363740845603466e-12
343	0.12683887	7.958932384484236e-12
344	0.12789894	6.049065554311751e-11
345	0.12690218	9.003289221681057e-12
346	0.12671289	6.2222880125224286e-12
347	0.1280479	7.993933093318263e-11
348	0.12749435	2.8149643227735403e-11
349	0.12785441	5.563717872611088e-11
350	0.12639512	3.3282236670876376e-12
351	0.12716381	1.4942402475944124e-11
352	0.12691199	9.176724105483708e-12
353	0.12853163	1.9556731500808575e-10
354	0.12570992	8.436936613417507e-13
355	0.1250841	2.3435855310533174e-13
356	0.12719528	1.587625502488667e-11
357	0.1284309	1.625453753496007e-10
358	0.12740561	2.376568132633556e-11
359	0.12717083	1.5145927812571988e-11
360	0.12759023	3.3778939215330384e-11
361	0.12825864	1.1827714808471747e-10
362	0.12610314	1.8617017877520977e-12
363	0.12686599	8.390869035449326e-12
364	0.12693212	9.54294619290853e-12
365	0.12556572	6.295167616631782e-13
366	0.12832621	1.3401964126404294e-10
367	0.12752241	2.9694226710546685e-11
368	0.12701949	1.1305905854660338e-11
369	0.12714489	1.4407142567028143e-11
370	0.1292386	7.019617011385244e-10
371	0.12723542	1.7150869172676768e-11
372	0.12662244	5.2108203171540085e-12
373	0.12658065	4.799857695381999e-12
374	0.12678329	7.1408251030409425e-12
375	0.12802229	7.620663942096425e-11
376	0.12724403	1.7437080213707916e-11
377	0.12790999	6.175790251117442e-11
378	0.1262709	2.60122978513252e-12
379	0.12783704	5.3849312734103074e-11
380	0.12522987	3.165695102910308e-13
381	0.12749141	2.799244478402376e-11
382	0.12680896	7.507860366028341e-12
383	0.12819569	1.0524928711875604e-10
384	0.12684276	8.019519154182066e-12
385	0.12840786	1.5579706372169424e-10
386	0.12732498	2.036773184545905e-11
387	0.12760028	3.44293523925149e-11
388	0.12708032	1.2718332981865792e-11
389	0.12841739	1.58554414232972e-10
390	0.12819787	1.0567598626928858e-10
391	0.12713447	1.4120437757034768e-11
392	0.1295754	1.2744598485324587e-09
393	0.12695668	1.0009238179561255e-11
394	0.12528931	3.577196691102389e-13
395	0.12642203	3.510262894040629e-12
396	0.1269791	1.0454388958718726e-11
397	0.1269984	1.0853117473120987e-11
398	0.12708526	1.284036007580813e-11
399	0.12820771	1.0762318992450177e-10
400	0.12791919	6.283280922045796e-11
401	0.12758133	3.3213023955179886e-11
402	0.12761962	3.571574018360881e-11
403	0.12621436	2.324401492793014e-12
404	0.12721345	1.644127714766299e-11
405	0.12654794	4.500560630440292e-12
406	0.12841263	1.571712638010593e-10
407	0.12680523	7.453399713579823e-12
408	0.12745242	2.5987382591003135e-11
409	0.12787728	5.8080140599109855e-11
410	0.12799015	7.176319468415841e-11
411	0.12729817	1.9347246667600547e-11
412	0.12815153	9.696028135192105e-11
413	0.12767197	3.943893857055298e-11
414	0.12956792	1.2578004429557763e-09
415	0.12770331	4.184731333456004e-11
416	0.12666261	5.638351790115493e-12
417	0.12840574	1.5519009179172656e-10
418	0.12787282	5.759561385754015e-11
419	0.12899514	4.5384669536214117e-10
420	0.12737331	2.234244365882952e-11
421	0.12894696	4.1611282136451473e-10
422	0.12715162	1.4595346531569712e-11
423	0.1299396	2.4069366041618154e-09
424	0.12604155	1.6457754385567706e-12
425	0.12652788	4.326163808339682e-12
426	0.12654245	4.452156932894563e-12
427	0.12786574	5.683458146179635e-11
428	0.12852721	1.9398951657249033e-10
429	0.1283677	1.4468440908276577e-10
430	0.12627716	2.6338041265487575e-12
431	0.12786729	5.7000344201152575e-11
432	0.12786816	5.7093592799624996e-11
433	0.12850465	1.8612846996586628e-10
434	0.12766528	3.894272136050745e-11
435	0.12772073	4.324774140249776e-11
436	0.12783183	5.332412397440035e-11
437	0.12708143	1.274565247543395e-11
438	0.12650437	4.1302118512864265e-12
439	0.12886126	3.564347918899098e-10
440	0.12666845	5.70330985032617e-12
441	0.12787148	5.745081427018623e-11
442	0.12772822	4.386391088969743e-11
443	0.12632361	2.8883612191408664e-12
444	0.12869935	2.656745300635333e-10
445	0.12722081	1.6675721794063308e-11
446	0.12683396	7.883100551079082e-12
447	0.12746455	2.659557404875216e-11
448	0.12700298	1.0949908365715674e-11
449	0.12636585	3.1407468811090828e-12
450	0.12697725	1.0416932972842778e-11
451	0.12859896	2.2121405430104924e-10
452	0.12780276	5.0484642704899906e-11
453	0.12859353	2.190291230521975e-10
454	0.12781862	5.2014908263613375e-11
455	0.1283843	1.4918034777065985e-10
456	0.12558166	6.502723392946675e-13
457	0.12636729	3.1497224711004184e-12
458	0.12826944	1.2066573522598965e-10
459	0.12521547	3.0732370212400707e-13
460	0.12662999	5.288668251340526e-12
461	0.12807398	8.392454070765739e-11
462	0.12668647	5.908414164001114e-12
463	0.12782062	5.221108008028123e-11
464	0.12835689	1.4182826882040388e-10
465	0.12648078	3.942364948852905e-12
466	0.12687071	8.468360410011053e-12
467	0.12559037	6.618966462030803e-13
468	0.12844668	1.673315771132693e-10
469	0.12826551	1.1979113563710945e-10
470	0.12731897	2.0134473355888513e-11
471	0.12836667	1.4440985971697715e-10
472	0.12726071	1.8004950965406733e-11
473	0.12808988	8.644902883738535e-11
474	0.12740987	2.3959907560134537e-11
475	0.12769068	4.085986950605387e-11
476	0.12727749	1.8594529138993544e-11
477	0.12813465	9.396381310290369e-11
478	0.12706507	1.2348767157542628e-11
479	0.12680323	7.424358272522134e-12
480	0.12859995	2.2161470532840706e-10
481	0.12884882	3.4849963025359723e-10
482	0.12769864	4.147950459089107e-11
483	0.12805035	8.030567337357191e-11
484	0.12551936	5.727852883606751e-13
485	0.12665319	5.535102002845453e-12
486	0.12546197	5.094854084110951e-13
487	0.12610946	1.8853750105998936e-12
488	0.12662499	5.236986595053799e-12
489	0.12598809	1.4784561382171286e-12
490	0.12697179	1.0307153801118555e-11
491	0.1287059	2.6886154244470467e-10
492	0.12685092	8.1480865043838e-12
493	0.12651383	4.207987977221433e-12
494	0.12672311	6.348047276325495e-12
495	0.12740503	2.3739357143424084e-11
496	0.12728358	1.8813158010548823e-11
497	0.12797265	6.945160104520559e-11
498	0.12712685	1.391432719888197e-11
499	0.12675429	6.747351625398311e-12
500	0.12705562	1.2125069695115474e-11
501	0.12921754	6.760850668994976e-10
502	0.12889247	3.7712917237476377e-10
503	0.1263907	3.299224032523538e-12
504	0.12751248	2.9138346636241495e-11
505	0.12763251	3.659916767455213e-11
506	0.12883956	3.4270539593508034e-10
507	0.12600155	1.518936388112439e-12
508	0.12660532	5.0384427315140445e-12
509	0.12933544	8.339603637152193e-10
510	0.12821438	1.0896303786481873e-10
511	0.12949805	1.1121168761634613e-09
512	0.12874677	2.8960964137160323e-10
513	0.1278596	5.618257846395818e-11
514	0.1287605	2.969253468340934e-10
515	0.12838225	1.486178068109533e-10
516	0.12665083	5.5095270856355335e-12
517	0.12855589	2.0445369047526438e-10
518	0.12721033	1.634287213738826e-11
519	0.1285396	1.9844416599778585e-10
520	0.1272997	1.9404109177812437e-11
521	0.1280596	8.17036945506549e-11
522	0.12716878	1.5086214151723625e-11
523	0.12725253	1.772423090274358e-11
524	0.12665671	5.57346447312738e-12
525	0.12756759	3.2357565293289683e-11
526	0.12720215	1.6087610649612028e-11
527	0.12742856	2.4830607017648607e-11
528	0.12766155	3.866872013580369e-11
529	0.12852435	1.9297523694346637e-10
530	0.12614216	2.012668957698641e-12
531	0.12857848	2.130831193166788e-10
532	0.12662698	5.2574961849076264e-12
533	0.12766703	3.907192955877782e-11
534	0.12524739	3.2818838735813364e-13
535	0.12859336	2.189610604039746e-10
536	0.12613323	1.977091064428053e-12
537	0.12730646	1.9657314102866272e-11
538	0.12645366	3.7367670445794745e-12
539	0.1276167	3.551853982603604e-11
540	0.12723082	1.6999852220225495e-11
541	0.12785002	5.51799031570382e-11
542	0.12785726	5.5936029898123426e-11
543	0.12688592	8.722885017961645e-12
544	0.12783407	5.3549306620319865e-11
545	0.12882294	3.325413280696454e-10
546	0.12744057	2.5406414090483653e-11
547	0.12560036	6.75481088084238e-13
548	0.12614704	2.032376480130506e-12
549	0.12659566	4.943663597704579e-12
550	0.12591642	1.280132604786941e-12
551	0.12768516	4.043551220885262e-11
552	0.12698763	1.0628808905259321e-11
553	0.12624318	2.4616823771626437e-12
554	0.12700002	1.088725715473153e-11
555	0.12787426	5.775161821242707e-11
556	0.12790887	6.162828150161423e-11
557	0.12602816	1.6021977212419766e-12
558	0.12756833	3.2403082260730755e-11
559	0.12911521	5.630504767930854e-10
560	0.12685443	8.204009973106456e-12
561	0.12653579	4.394123908241122e-12
562	0.1278158	5.1739533304591485e-11
563	0.12770111	4.1673644823673354e-11
564	0.1267662	6.906301013469093e-12
565	0.12611087	1.8906967790137737e-12
566	0.12789078	5.957123974868332e-11
567	0.12668205	5.857444808108754e-12
568	0.12825815	1.181698825871806e-10
569	0.12765736	3.836318235410696e-11
570	0.12656864	4.68776062200534e-12
571	0.12600702	1.5356968172472226e-12
572	0.12795028	6.660275842052991e-11
573	0.12679056	7.2429457493618e-12
574	0.12678256	7.1306493642494354e-12
575	0.1285142	1.8941734926173372e-10
576	0.12812183	9.174886932685554e-11
577	0.12771826	4.3046412483644716e-11
578	0.12912737	5.754476116692137e-10
579	0.12731587	2.0015183816263276e-11
580	0.12685525	8.217128930985466e-12
581	0.12611927	1.9227083585382474e-12
582	0.12858958	2.1745300508384906e-10
583	0.12780076	5.029483306659463e-11
584	0.12771855	4.307000258982322e-11
585	0.12615174	2.0515363743390507e-12
586	0.12726928	1.8303735040387984e-11
587	0.12761553	3.543982463279658e-11
588	0.12781796	5.195033028919255e-11
589	0.12766991	3.9285485187200956e-11
590	0.12885022	3.49383949529156e-10
591	0.12767035	3.931821238276639e-11
592	0.12827742	1.224609295853456e-10
593	0.12738055	2.2654003309867096e-11
594	0.12773058	4.4059835245280697e-11
595	0.12754578	3.104385109094334e-11
596	0.12688716	8.743963322703847e-12
597	0.12639873	3.3520946099994495e-12
598	0.12744998	2.5866701223274496e-11
599	0.12723515	1.714196887746054e-11
600	0.12632564	2.9000210441427016e-12
601	0.1260487	1.6695202415791203e-12
602	0.1282505	1.1650753348855322e-10
603	0.12874561	2.8899970760774707e-10
604	0.12665304	5.533473013637923e-12
605	0.12949607	1.1082384895851817e-09
606	0.12703709	1.1697920635629337e-11
607	0.12907223	5.212903030451167e-10
608	0.12902269	4.769067797240359e-10
609	0.12704838	1.1956382660457443e-11
610	0.12699391	1.0759044166234954e-11
611	0.12793957	6.527969133366441e-11
612	0.12812738	9.270140497797403e-11
613	0.12830699	1.293440200065694e-10
614	0.12853339	1.961990703671172e-10
615	0.12676543	6.895914423674456e-12
616	0.12734975	2.1357404233999632e-11
617	0.12656932	4.694038229713501e-12
618	0.12655071	4.52517876731135e-12
619	0.1286123	2.2667282768722146e-10
620	0.12611518	1.907055760826188e-12
621	0.12851952	1.912740873480414e-10
622	0.12909947	5.473907843952387e-10
623	0.1296186	1.374976742703347e-09
624	0.12814346	9.551622682594722e-11
625	0.12653163	4.358252836603773e-12
626	0.12715468	1.4681715268132585e-11
627	0.12681073	7.533840165260071e-12
628	0.12723078	1.699854476976678e-11
629	0.12870296	2.6742643415759685e-10
630	0.12604582	1.6599156595701689e-12
631	0.12744225	2.5487997302773822e-11
632	0.12829069	1.255042633172891e-10
633	0.1257293	8.774673705055201e-13
634	0.12555347	6.140101920319798e-13
635	0.12905412	5.046157101444581e-10
636	0.12769824	4.144814843351812e-11
637	0.12806921	8.318138344862011e-11
638	0.12819571	1.0525319410691428e-10
639	0.12717155	1.5166955414102355e-11
640	0.12875395	2.9341305067245835e-10
641	0.12807401	8.39292351804105e-11
642	0.12845718	1.70592497408242e-10
643	0.12623426	2.4183626612056277e-12
644	0.1262505	2.49780077184469e-12
645	0.12848881	1.8079628854403484e-10
646	0.12798154	7.061661960385565e-11
647	0.12704334	1.1840316470468458e-11
648	0.12793352	6.45437238513733e-11
649	0.1283012	1.2796708332208301e-10
650	0.12654066	4.4364858837592016e-12
651	0.12659606	4.947553204235908e-12
652	0.12779562	4.9810226283056755e-11
653	0.12818001	1.0222952942162881e-10
654	0.12708926	1.2940008885956345e-11
