Dataset	Random-mean	P-value
0	0.0978447	2.1664115360444627e-07
1	0.1026716	1.8354314260905068e-06
2	0.1012779	1.00633376409553e-06
3	0.0992522	4.1050368055201734e-07
4	0.1008065	8.188095672570757e-07
5	0.1043091	3.657097603192358e-06
6	0.1011883	9.67763219636707e-07
7	0.1033915	2.4907546046510956e-06
8	0.1036599	2.7885426223400823e-06
9	0.1017319	1.2256993593281898e-06
10	0.1014084	1.0651747371572353e-06
11	0.1004675	7.053074717028987e-07
12	0.1010838	9.24579285914162e-07
13	0.1008145	8.216903428448052e-07
14	0.1000937	5.977707984808443e-07
15	0.1052106	5.304068551579764e-06
16	0.1004962	7.142953333649148e-07
17	0.1057788	6.685821491285717e-06
18	0.1035764	2.692411522996143e-06
19	0.1024271	1.6533353109654751e-06
20	0.1012607	9.98816388860024e-07
21	0.0996345	4.872169561830173e-07
22	0.1007019	7.820289466692821e-07
23	0.1012449	9.919586549172606e-07
24	0.100902	8.538443800547715e-07
25	0.1049577	4.781364270028095e-06
26	0.1016973	1.20747515166576e-06
27	0.1026693	1.8336317306383099e-06
28	0.1055753	6.1553637744335314e-06
29	0.1033041	2.4005695019961164e-06
30	0.1026792	1.8413903509194045e-06
31	0.1044407	3.862397280978657e-06
32	0.1028107	1.9474936152185453e-06
33	0.1016156	1.1654737538210314e-06
34	0.1049817	4.828762080925285e-06
35	0.103526	2.635938715322958e-06
36	0.1017881	1.2558670797624483e-06
37	0.1004751	7.076768445195797e-07
38	0.1057663	6.65201267065459e-06
39	0.097022	1.482006756133998e-07
40	0.1021405	1.4620022988915628e-06
41	0.104679	4.262655146480597e-06
42	0.1012582	9.977282666470633e-07
43	0.101735	1.227345047483326e-06
44	0.1015031	1.1099374225004876e-06
45	0.101513	1.1147203410247855e-06
46	0.0985788	3.0285031955392327e-07
47	0.1015529	1.1341992298099119e-06
48	0.10071190000000001	7.85475119230818e-07
49	0.1021766	1.4848723316790757e-06
50	0.1028752	2.0016649272307154e-06
51	0.1046515	4.214507929326192e-06
52	0.1066602	9.533243473652996e-06
53	0.1007213	7.88727885822069e-07
54	0.1023388	1.5919530722594597e-06
55	0.1011881	9.67678741526612e-07
56	0.0989216	3.536982117196653e-07
57	0.099661	4.93019713801334e-07
58	0.1025762	1.7621930001068503e-06
59	0.1006012	7.481297385414165e-07
60	0.1042115	3.5116538711642217e-06
61	0.1047728	4.430886308439597e-06
62	0.0971837	1.5973968705438195e-07
63	0.1029939	2.1051716001825196e-06
64	0.0996078	4.81437193958625e-07
65	0.1047793	4.44277735201715e-06
66	0.104466	3.903114967262852e-06
67	0.0997326	5.090341481464838e-07
68	0.103255	2.3512919585373358e-06
69	0.1023285	1.5849376285444094e-06
70	0.1042459	3.562270785881136e-06
71	0.1074898	1.3248800803647335e-05
72	0.1027243	1.87713702754759e-06
73	0.1068207	1.0163717814076744e-05
74	0.1004034	6.856261537011263e-07
75	0.1011246	9.412136333685652e-07
76	0.1022685	1.5446593149694083e-06
77	0.1035201	2.6294027962724902e-06
78	0.1016833	1.2001756842169815e-06
79	0.1011705	9.602724646111048e-07
80	0.1008232	8.248342907283039e-07
81	0.1011608	9.562140052395123e-07
82	0.1036046	2.724515256679114e-06
83	0.101274	1.0046244728642511e-06
84	0.1021622	1.4757086277771214e-06
85	0.1031707	2.2689488188871567e-06
86	0.1039163	3.1048003777947235e-06
87	0.1009544	8.736778781297296e-07
88	0.0977412	2.0658745125773782e-07
89	0.1000856	5.956256605566388e-07
90	0.0974885	1.8390270536183711e-07
91	0.1024549	1.6731281061895927e-06
92	0.1043038	3.649053089951439e-06
93	0.1018849	1.3095146334439954e-06
94	0.1068143	1.0137830913734498e-05
95	0.0997524	5.135507261984927e-07
96	0.1028488	1.9793193699821666e-06
97	0.0979753	2.3000509382114746e-07
98	0.1035891	2.7068242960631485e-06
99	0.1038313	2.9963174201350493e-06
100	0.1026539	1.8216253049001385e-06
101	0.0992246	4.054422632763166e-07
102	0.1063096	8.283679969182616e-06
103	0.101214	9.786780644890536e-07
104	0.1029707	2.0845443010826444e-06
105	0.1087796	2.189578313932737e-05
106	0.0999025	5.490724228921935e-07
107	0.1008627	8.392551662948878e-07
108	0.1015175	1.1169009602282512e-06
109	0.1010842	9.247409822741846e-07
110	0.105395	5.71931099776387e-06
111	0.0992392	4.081121138973612e-07
112	0.1065738	9.209531956158242e-06
113	0.1032002	2.297443275562799e-06
114	0.1004229	6.915566204598802e-07
115	0.1024223	1.649940763765205e-06
116	0.1043531	3.7245433880364062e-06
117	0.1035397	2.6511756702887118e-06
118	0.1005123	7.193856234100582e-07
119	0.1011346	9.453345302585588e-07
120	0.1030083	2.1180734257308875e-06
121	0.0989128	3.5229523145921596e-07
122	0.0997591	5.150878151110063e-07
123	0.099279	4.1547682951577477e-07
124	0.1031993	2.296568882863537e-06
125	0.1005851	7.428431697827959e-07
126	0.1015307	1.1233212026345934e-06
127	0.1027054	1.8620761114360684e-06
128	0.0982858	2.6506136479515815e-07
129	0.1013461	1.0366818849955848e-06
130	0.1029254	2.044827157127569e-06
131	0.1012101	9.7701411556414e-07
132	0.101766	1.2439195345033228e-06
133	0.1037397	2.883493136886612e-06
134	0.1013579	1.0420215483580088e-06
135	0.1015789	1.1470684450391429e-06
136	0.0970726	1.5172178105680697e-07
137	0.1035924	2.7105814764792564e-06
138	0.102302	1.5670248134027884e-06
139	0.1025809	1.7657342979848898e-06
140	0.1007335	7.929689570430908e-07
141	0.1014271	1.0738735530333853e-06
142	0.0998878	5.454913612598191e-07
143	0.096625	1.231927127706952e-07
144	0.1007361	7.938756334070104e-07
145	0.1080861	1.673629752894231e-05
146	0.1027264	1.8788176854527152e-06
147	0.1041539	3.428443826582418e-06
