Dataset	Random-mean	P-value
0	0.52262716	1.3281864015370275e-27
1	0.51690643	2.613022281965987e-30
2	0.51682825	2.3961251324714756e-30
3	0.51665665	1.980824240431206e-30
4	0.51988537	6.889160852244943e-29
5	0.51251812	1.8992775999842184e-32
6	0.52276263	1.5352371024925055e-27
7	0.51498409	3.0678590531916837e-31
8	0.52288346	1.746811733565613e-27
9	0.52325165	2.5872119649050733e-27
10	0.5199457	7.356669058022429e-29
11	0.52491401	1.5062514853477698e-26
12	0.5180514	9.253817706571153e-30
13	0.51739777	4.500553378229788e-30
14	0.52040557	1.2125210733923049e-28
15	0.52218923	8.307964595339328e-28
16	0.51910635	2.944520708889626e-29
17	0.51729128	4.000810292872247e-30
18	0.51315234	3.8985847516521604e-32
19	0.51688379	2.548276984889799e-30
20	0.5206495	1.5795971992687616e-28
21	0.51803878	9.126160701472898e-30
22	0.51833933	1.2701022654348058e-29
23	0.51634365	1.3991176325511473e-30
24	0.51503504	3.2480640230127814e-31
25	0.51988308	6.872009494507595e-29
26	0.51586031	8.168695209577888e-31
27	0.52207736	7.368018895777504e-28
28	0.51806034	9.3453230090151e-30
29	0.51392051	9.284062026310996e-32
30	0.51741	4.561782559910186e-30
31	0.52082829	1.9169935420640132e-28
32	0.52309249	2.183442833017792e-27
33	0.51469257	2.212393007793928e-31
34	0.52247297	1.1261116943792373e-27
35	0.52366756	4.0274898491004225e-27
36	0.51824908	1.1501646574373328e-29
37	0.5175867200000001	5.544824663004498e-30
38	0.52120629	2.884442009453293e-28
39	0.51870768	1.9029173067215845e-29
40	0.51626726	1.2851740939078209e-30
41	0.51170223	7.502888657075765e-33
42	0.51621623	1.2142500607740362e-30
43	0.52095542	2.1996072328600128e-28
44	0.51870488	1.8970846453474894e-29
45	0.5223799	1.0192529998795342e-27
46	0.51908426	2.874228531108435e-29
47	0.52283474	1.6582235355739974e-27
48	0.51525066	4.1347859867509875e-31
49	0.51849992	1.515077529912329e-29
50	0.51800836	8.825602397503713e-30
51	0.51872542	1.9402880613971244e-29
52	0.51207808	1.1514924577491297e-32
53	0.52210582	7.596609612800306e-28
54	0.51205836	1.1259256217135692e-32
55	0.51810031	9.76556655092873e-30
56	0.51677087	2.248420153098706e-30
57	0.516924	2.6643939777014166e-30
58	0.52179821	5.458496356322757e-28
59	0.52277558	1.556635566732664e-27
60	0.51263752	2.1750474356864576e-32
61	0.51752243	5.16493880927943e-30
62	0.51906472	2.813443004368818e-29
63	0.5164384	1.5545000091465253e-30
64	0.52258207	1.2656267124700523e-27
65	0.51801283	8.869142307683897e-30
66	0.52274884	1.5127719996245252e-27
67	0.51920043	3.2635423922877255e-29
68	0.51893548	2.4423636848599507e-29
69	0.51650634	1.6763719621536208e-30
70	0.52108285	2.524426870899795e-28
71	0.52275164	1.5173068486134354e-27
72	0.51680917	2.345969269830971e-30
73	0.52385062	4.891756962921777e-27
74	0.51942016	4.1488735829338943e-29
75	0.5221107	7.636507769934798e-28
76	0.52123711	2.9820216081583544e-28
77	0.51830191	1.2189333988379295e-29
78	0.51825316	1.155335214680475e-29
79	0.51626173	1.2772933083100492e-30
80	0.52032679	1.1131601542383376e-28
81	0.51450535	1.7929219403444683e-31
82	0.51775567	6.680851899948108e-30
83	0.52665266	9.31065283689888e-26
84	0.51787909	7.654400460221394e-30
85	0.52203643	7.051206853291254e-28
86	0.51387748	8.844465940601732e-32
87	0.51960195	5.059022186795767e-29
88	0.51864602	1.7785070151476666e-29
89	0.51371689	7.379150541900871e-32
90	0.52056937	1.4482232801718236e-28
91	0.52210341	7.576982313355469e-28
92	0.51779768	6.997554239221954e-30
93	0.51571958	6.982092463024542e-31
94	0.52006223	8.350816729960149e-29
95	0.52625546	6.152944404321273e-26
96	0.52146847	3.8272503242564147e-28
97	0.51678166	2.275486320563093e-30
98	0.52409622	6.347164408345961e-27
99	0.5214291	3.6682248026035065e-28
100	0.51998666	7.691921942850817e-29
101	0.51934749	3.8323985388934184e-29
102	0.5198457	6.597973682751354e-29
103	0.51137509	5.1641813274824565e-33
