Dataset	Random-mean	P-value
0	0.51637861	6.700907044497221e-26
1	0.51341579	3.0002483033743672e-27
2	0.5121122	7.503463665298849e-28
3	0.51228117	8.985931878194017e-28
4	0.50990875	7.022986863428427e-29
5	0.50778483	6.945105218154414e-30
6	0.51358933	3.60497651021219e-27
7	0.51941635	1.5173215707134676e-24
8	0.51395895	5.326592039052931e-27
9	0.5163111	6.247333896724264e-26
10	0.50893946	2.452085960005933e-29
11	0.51472048	1.1870530059043226e-26
12	0.51303573	2.005382526278112e-27
13	0.51095389	2.168888556233114e-28
14	0.51417526	6.69085453598431e-27
15	0.51960249	1.8329748106306826e-24
16	0.50851297	1.54032124155885e-29
17	0.51286848	1.679064978910326e-27
18	0.51163823	4.520363366096313e-28
19	0.5116112	4.391390293631673e-28
20	0.50907489	2.8414998706754224e-29
21	0.51418232	6.740800236482877e-27
22	0.50830575	1.2283311084252443e-29
23	0.51502315	1.630433520757595e-26
24	0.51359068	3.610126655540167e-27
25	0.51624726	5.846522642124143e-26
26	0.50865266	1.793929245201143e-29
27	0.50979514	6.21009299847874e-29
28	0.51140123	3.506507069350993e-28
29	0.51260065	1.2629340163643255e-27
30	0.51339892	2.9471366628597777e-27
31	0.50997349	7.532661544886632e-29
32	0.51088484	2.0136343581242674e-28
33	0.51869094	7.246950992525128e-25
34	0.50663753	1.9660216123093823e-30
35	0.51585992	3.907566794989826e-26
36	0.51454989	9.92344715919511e-27
37	0.51704803	1.3402885105793029e-25
38	0.51733557	1.8033884839452874e-25
39	0.51518313	1.927719597202863e-26
40	0.51482165	1.319996913599696e-26
41	0.51097003	2.206861188842419e-28
42	0.51094055	2.137994355190468e-28
43	0.51468483	1.1434498857544593e-26
44	0.50778325	6.933085590872498e-30
45	0.51198655	6.561157925011568e-28
46	0.51520421	1.9707105497826403e-26
47	0.51540907	2.4414217904380746e-26
48	0.51440479	8.519455800834357e-27
49	0.50930047	3.6312274731947457e-29
50	0.50771664	6.44474734444203e-30
51	0.51178445	5.286171182126256e-28
52	0.50729703	4.065325282432739e-30
53	0.51183039	5.552424739763195e-28
54	0.51053294	1.3784011441064566e-28
55	0.51137764	3.418905101673695e-28
56	0.51294109	1.8136892048255206e-27
57	0.51550197	2.690192173867929e-26
58	0.51080605	1.849937303962672e-28
59	0.51198452	6.5469423602844916e-28
60	0.51367486	3.9461360728544505e-27
61	0.51059164	1.4684466134248452e-28
62	0.51137163	3.3969368084895316e-28
63	0.51181469	5.459965933318505e-28
64	0.51241819	1.039912421468875e-27
65	0.51256407	1.2147057567237554e-27
66	0.5112688	3.0420813819319434e-28
67	0.51183212	5.56270759879326e-28
68	0.51076225	1.7647316029978032e-28
69	0.50663225	1.9545979427240743e-30
70	0.51285894	1.6621319086936554e-27
71	0.5137498	4.271313233704767e-27
72	0.51006838	8.346860803997894e-29
73	0.51410834	6.235323525816022e-27
74	0.51520028	1.962624020757036e-26
75	0.51171572	4.911352140472578e-28
76	0.50937779	3.9493535879965886e-29
77	0.51268558	1.3823732825479066e-27
78	0.51524965	2.0666486945614918e-26
79	0.51585332	3.880794862927923e-26
80	0.514795	1.2836056536424935e-26
81	0.51607149	4.870191499719893e-26
82	0.51220884	8.318699668276428e-28
83	0.51500411	1.5982351309947347e-26
84	0.51270197	1.4066835232241565e-27
85	0.51255779	1.206612112636818e-27
86	0.5134426	3.0866176854725592e-27
87	0.51494796	1.5069133902270062e-26
88	0.5139161	5.09113848171052e-27
89	0.50600193	9.735836807069548e-31
90	0.51638318	6.732767298422847e-26
91	0.51275739	1.4920754190189406e-27
92	0.51211238	7.5049057297547355e-28
93	0.51385924	4.794598691622186e-27
94	0.51442494	8.701935931703578e-27
95	0.5101331	8.951804560354195e-29
96	0.50851217	1.5389767340714095e-29
97	0.5153063	2.1927769640008257e-26
98	0.50849296	1.5070399450242807e-29
99	0.50689608	2.6147114353358955e-30
100	0.51083375	1.905921673591238e-28
101	0.51519963	1.961289735186788e-26
102	0.51250828	1.1446529023975227e-27
103	0.511316	3.200139311738736e-28
104	0.5134524	3.1188016825101704e-27
105	0.50917959	3.184190109991513e-29
106	0.51192184	6.122761782599135e-28
107	0.51359773	3.637140894646179e-27
108	0.51087524	1.9929430359503948e-28
109	0.51154345	4.083973893867387e-28
110	0.51342961	3.044465664196959e-27
111	0.50929606	3.6138714668567315e-29
112	0.51320169	2.3913859124238284e-27
113	0.51401006	5.6216213991381006e-27
114	0.51380516	4.528505011812379e-27
115	0.51098209	2.2356655788423835e-28
116	0.51322271	2.44527125502489e-27
117	0.51205985	7.095540779257382e-28
118	0.50881342	2.1375440062337873e-29
119	0.51231935	9.359317879313022e-28
120	0.51319302	2.3695054392454114e-27
121	0.5082802	1.194503057647e-29
122	0.51107052	2.4586078273730154e-28
123	0.51009813	8.619715493610488e-29
124	0.51266974	1.359275745513816e-27
125	0.51071053	1.6691301558787406e-28
126	0.51365913	3.881070628307372e-27
127	0.50892807	2.4218639583926474e-29
128	0.51380178	4.512370203865469e-27
129	0.51258002	1.2355054578779781e-27
130	0.51409656	6.158388263814553e-27
131	0.51221639	8.385979355317088e-28
132	0.51300718	1.9455252950592355e-27
133	0.51319429	2.372698055033928e-27
134	0.51237111	9.890249801784948e-28
135	0.50941873	4.1288667736895245e-29
136	0.51014361	9.054075682609395e-29
137	0.51404437	5.8287267770262036e-27
138	0.51066312	1.5860271712309523e-28
139	0.51062942	1.5294699719182762e-28
140	0.5116769	4.711449535397307e-28
141	0.51823216	4.532427687664553e-25
142	0.51216368	7.927326369989562e-28
143	0.51686869	1.1134691837906853e-25
144	0.51540241	2.424491980054437e-26
145	0.51084188	1.9226706550394878e-28
146	0.51339439	2.9330347601346314e-27
147	0.51633752	6.421088113653821e-26
148	0.51295992	1.8503193115230822e-27
149	0.50886065	2.250409430552815e-29
150	0.51154429	4.0876511949068805e-28
151	0.51336075	2.830390425089756e-27
152	0.51441503	8.611709855083737e-27
153	0.51415105	6.522358252570191e-27
154	0.51412787	6.3649840036777655e-27
155	0.512453	1.079203305793314e-27
156	0.51389766	4.993024767497069e-27
157	0.51080438	1.8466148208921228e-28
158	0.51395332	5.295049187658984e-27
159	0.5084229	1.396050345350415e-29
160	0.5195416	1.7231340620028362e-24
161	0.5068318	2.4358664612602642e-30
162	0.51265975	1.3449062257004057e-27
163	0.51563969	3.1060330094410853e-26
164	0.51111731	2.58537384980358e-28
165	0.51109061	2.5122614978222104e-28
166	0.51975775	2.1455280453289268e-24
167	0.50666914	2.0358145754282716e-30
168	0.51422036	7.016357873412729e-27
169	0.51742797	1.9835962659537944e-25
170	0.51760526	2.3809193599906524e-25
171	0.5134298	3.0450780643917937e-27
172	0.51067806	1.6117609600225323e-28
173	0.50984361	6.544780521180902e-29
174	0.51290512	1.745708327262713e-27
175	0.50680805	2.3729120709475092e-30
176	0.5129169	1.7676881059915002e-27
177	0.51403431	5.7672281908886966e-27
178	0.5076601	6.0571863541543555e-30
179	0.51108084	2.486025247995946e-28
180	0.51273472	1.4565395831312391e-27
181	0.51123266	2.9263279766616547e-28
182	0.51067581	1.6078590015757503e-28
183	0.51228964	9.06746593328238e-28
184	0.51026059	1.027388019975219e-28
185	0.51130609	3.166290553791305e-28
186	0.51131653	3.2019596882979325e-28
187	0.51785861	3.089460563314242e-25
188	0.51105974	2.4302892970595615e-28
189	0.51529581	2.1688580445175614e-26
190	0.51471395	1.1789444642058915e-26
191	0.51340738	2.9736533415639955e-27
192	0.51355239	3.4668519614359865e-27
193	0.51259211	1.251507025822205e-27
194	0.51509709	1.761701458403783e-26
195	0.51723331	1.6228572526115186e-25
196	0.51173974	5.039241895808337e-28
